id,rle_mask
04fe99f3e4,
1b70c24eb0,2149 4 2248 7 2347 10 2446 13 2546 14 2646 16 2746 17 2846 18 2947 19 3047 20 3148 20 3247 23 3347 24 3446 27 3546 28 3646 30 3745 33 3844 36 3944 38 4041 43 4142 44 4243 46 4344 47 4445 49 4546 51 4647 53 4748 55 4849 60 4950 64 5051 68 5152 71 5253 73 5354 74 5455 75 5556 76 5657 76 5758 76 5859 76 5960 76 6061 76 6162 75 6263 75 6364 75 6465 74 6566 74 6667 73 6768 73 6869 73 6970 72 7071 72 7172 72 7273 72 7374 72 7475 72 7576 72 7677 72 7778 73 7879 73 7980 73 8081 73 8182 74 8283 74 8384 74 8485 74 8586 75 8687 75 8788 75 8889 75 8990 75 9091 75 9192 76 9293 76 9394 76 9495 77 9596 77 9697 78 9798 79 9899 80 10000 80 10101 80
6b2ee6c253,44 58 145 58 246 58 347 58 448 58 548 59 649 59 749 60 850 60 951 60 1051 61 1152 61 1252 62 1353 62 1454 62 1554 63 1655 63 1756 63 1856 64 1957 64 2058 64 2158 65 2258 66 2359 66 2459 67 2560 67 2660 68 2761 68 2861 69 2962 69 3063 69 3164 69 3265 69 3366 69 3467 69 3568 69 3669 69 3770 69 3871 69 3972 69 4073 69 4174 69 4275 69 4376 69 4477 69 4579 68 4679 69 4780 69 4881 69 4982 69 5083 69 5183 70 5284 70 5385 70 5486 70 5587 70 5688 70 5789 70 5889 71 5990 71 6091 71 6192 71 6293 71 6394 71 6495 71 6596 71 6697 71 6798 71 6899 71 7000 71 7101 71 7202 71 7303 71 7404 71 7505 71 7606 71 7707 71 7808 71 7909 71 8010 71 8110 72 8211 72 8312 72 8412 73 8513 73 8614 73 8715 73 8816 73 8917 73 9018 73 9119 73 9220 73 9321 73 9423 72 9524 72 9625 72 9727 71 9828 71 9929 71 10029 72 10130 72
e925b2a8ff,
10968dea34,36 58 109 3 115 84 208 92 307 1 309 93 408 96 507 99 608 99 709 99 809 100 910 201 1112 100 1213 100 1314 100 1415 100 1516 8079 9596 100 9698 98 9814 48 9873 22 9919 41 9977 17 10024 36 10079 16 10132 27 10183 9
f23939f747,1 69 102 69 203 70 304 70 405 71 506 72 607 72 708 73 809 73 910 74 1011 74 1112 75 1213 76 1314 76 1415 77 1516 77 1617 78 1718 79 1819 79 1920 80 2021 81 2122 81 2223 82 2324 83 2425 83 2526 84 2627 84 2728 84 2829 85 2930 85 3031 85 3132 85 3233 85 3334 85 3435 85 3536 85 3637 85 3738 85 3839 85 3940 85 4041 85 4142 85 4243 85 4344 85 4445 85 4546 84 4647 84 4748 84 4849 85 4950 85 5051 85 5152 85 5253 85 5354 86 5455 86 5556 87 5657 88 5758 89 5859 90 5960 91 6061 92 6162 93 6263 94 6364 95 6465 96 6566 99 6667 1005 7677 95 7778 93 7879 92 7980 91 8081 88 8182 84 8283 79 8384 67 8485 60 8586 54 8687 51 8788 49 8889 47 8990 46 9091 46 9192 46 9293 46 9394 46 9495 47 9596 48 9697 49 9798 50 9899 50 10000 50 10101 50
b211bcbb47,
a7f7930f3c,
f2148ddf93,
0d7993b61d,1920 4 2021 5 2122 6 2223 7 2324 10 2425 14 2526 18 2627 23 2728 26 2829 29 2930 31 3031 33 3132 34 3233 35 3334 36 3435 36 3536 37 3637 37 3738 38 3839 38 3940 38 4041 39 4142 39 4243 40 4344 40 4445 41 4546 42 4647 42 4748 43 4849 44 4950 46 5051 47 5152 49 5253 50 5354 51 5455 53 5556 54 5657 55 5758 56 5859 57 5960 58 6061 59 6162 59 6263 60 6364 61 6465 62 6566 62 6667 63 6768 64 6869 65 6970 66 7071 67 7172 68 7273 68 7374 69 7475 69 7576 70 7677 70 7778 70 7879 70 7980 70 8081 71 8182 71 8283 71 8384 71 8485 71 8586 71 8687 71 8788 72 8889 72 8990 72 9091 72 9192 73 9293 73 9394 73 9495 73 9596 74 9697 74 9798 75 9899 75 10000 75 10101 75
45911f71fb,1 66 102 67 203 67 304 68 405 69 506 70 607 71 708 73 809 74 910 74 1011 75 1112 76 1213 77 1314 77 1415 78 1516 79 1617 80 1718 81 1819 81 1920 82 2021 83 2122 83 2223 84 2324 85 2425 86 2526 86 2627 87 2728 88 2829 89 2930 90 3031 91 3132 92 3233 92 3334 93 3435 93 3536 94 3637 94 3738 95 3839 95 3940 96 4041 96 4142 97 4243 98 4344 98 4445 98 4546 98 4647 99 4748 99 4849 98 4950 98 5051 98 5152 98 5253 98 5354 98 5455 97 5556 97 5657 97 5758 97 5859 97 5960 97 6061 97 6162 96 6263 96 6364 96 6465 96 6566 95 6667 95 6768 95 6869 95 6970 95 7071 94 7172 94 7273 94 7374 94 7475 94 7576 94 7677 94 7778 94 7879 94 7980 94 8081 94 8182 94 8283 94 8384 94 8485 94 8586 93 8687 93 8788 93 8889 93 8990 93 9091 93 9192 93 9293 93 9394 93 9495 93 9596 93 9697 93 9798 93 9899 93 10000 93 10101 93
612eab5d71,
b484e89591,
3138069557,
c0200e7c89,
56de180fa8,
24c2ef0b97,3029 2 3127 5 3225 8 3323 11 3421 14 3519 17 3617 20 3714 24 3812 27 3910 30 4009 32 4108 34 4207 36 4306 38 4404 41 4503 43 4601 46 4700 48 4798 51 4896 54 4994 57 5091 61 5188 65 5285 69 5380 75 5477 79 5573 84 5668 90 5764 3226 8996 95 9100 92 9202 91 9305 89 9407 88 9509 87 9611 86 9713 85 9814 85 9915 85 10016 85 10117 85
d3174677ee,3634 3 3731 7 3829 10 3926 14 4023 18 4118 24 4212 31 4309 35 4406 39 4503 43 4599 48 4695 53 4793 56 4891 59 4991 60 5090 62 5189 64 5287 67 5385 70 5482 74 5579 78 5674 84 5772 87 5870 90 5969 92 6067 95 6164 4038
d0107a1229,1 3635 3637 96 3738 95 3839 94 3940 93 4041 93 4142 92 4243 91 4344 90 4445 89 4546 88 4647 87 4748 86 4849 85 4950 84 5051 84 5152 83 5253 82 5354 81 5455 81 5556 80 5657 80 5758 79 5859 79 5960 78 6061 78 6162 77 6263 77 6364 76 6465 76 6566 75 6667 75 6768 75 6869 75 6970 74 7071 74 7172 74 7273 74 7374 74 7475 74 7576 75 7677 75 7778 75 7879 75 7980 75 8081 75 8182 75 8283 75 8384 75 8485 75 8586 75 8687 75 8788 75 8889 75 8990 75 9091 74 9192 74 9293 74 9394 74 9495 74 9596 74 9697 74 9798 74 9899 74 10000 74 10101 74
7d5f9abb1c,85 17 185 18 285 19 383 22 481 25 580 27 680 28 779 30 879 31 978 33 1077 35 1176 37 1275 39 1374 41 1472 44 1569 48 1668 50 1766 53 1864 56 1962 59 2059 63 2158 65 2256 68 2355 70 2454 72 2553 74 2652 76 2751 78 2850 80 2949 82 3048 84 3147 86 3246 88 3345 90 3443 3426 6871 99 6977 94 7080 92 7183 90 7285 89 7387 88 7489 87 7591 86 7693 85 7795 84 7897 83 7998 83 8100 82 8202 81 8303 81 8405 80 8506 80 8608 79 8709 79 8810 79 8912 78 9014 77 9115 77 9217 76 9319 75 9420 75 9522 74 9624 73 9726 72 9827 72 9929 71 10030 71 10131 71
32b2140185,1 4137 4139 91 4243 80 4344 74 4445 68 4546 62 4647 56 4748 50 4849 45 4950 38 5051 33 5152 30 5253 26 5354 23 5455 21 5556 19 5657 18 5758 16 5859 14 5960 13 6061 11 6162 10 6263 8 6364 6 6465 4
377b6c18d5,1 44 102 48 203 48 304 50 405 52 506 59 607 63 708 67 809 68 910 71 1011 74 1112 76 1213 78 1314 79 1415 80 1516 80 1617 80 1718 80 1819 80 1920 80 2021 80 2122 80 2223 80 2324 80 2425 81 2526 80 2627 80 2728 79 2829 78 2930 77 3031 76 3132 76 3233 74 3334 74 3435 73 3536 73 3637 72 3738 72 3839 69 3940 68 4041 65 4142 64 4243 63 4344 63 4445 62 4546 34 4583 24 4647 32 4686 21 4748 28 4788 18 4849 25 4950 23 5051 19 5152 15 5253 11 5355 8 5458 1 6869 4 6970 7 7071 9 7172 12 7273 17 7374 21 7475 35 7576 57 7677 66 7778 76 7879 81 7980 90 8072 2130
e0c79815d3,
4f373d4a73,1 8479 8485 96 8586 96 8687 96 8788 96 8889 97 8990 97 9091 98 9192 98 9293 98 9394 98 9495 97 9596 96 9697 96 9798 95 9899 95 10000 95 10101 95
6227359fbc,
fbc0dcd4df,
6b030ae5e8,
9bc988c8b7,4845 4 4942 8 5040 11 5138 14 5236 17 5333 21 5432 23 5529 27 5627 30 5725 33 5822 37 5919 41 6016 45 6113 49 6211 52 6309 55 6404 61 6499 67 6596 71 6693 75 6788 81 6884 86 6981 90 7077 3125
fea329e4ee,53 49 154 49 255 49 356 49 458 48 559 48 660 48 761 48 863 47 965 46 1067 45 1168 45 1270 44 1371 44 1473 43 1574 43 1675 43 1777 42 1878 42 1979 42 2081 41 2182 41 2283 41 2384 41 2485 41 2587 40 2688 40 2789 40 2890 40 2991 40 3093 39 3194 39 3295 39 3397 38 3498 38 3600 37 3701 37 3802 37 3904 36 4005 36 4107 35 4208 35 4309 35 4411 34 4512 34 4614 33 4715 33 4816 33 4917 33 5019 32 5120 32 5221 32 5323 31 5424 31 5526 30 5627 30 5729 29 5831 28 5932 28 6034 27 6136 26 6237 26 6339 25 6440 25 6542 24 6643 24 6745 23 6847 22 6949 21 7050 21 7152 20 7255 18 7357 17 7460 15 7562 14 7664 13 7767 11 7869 10 7971 9 8074 7 8176 6 8278 5 8380 4 8482 3 8585 1
2f4efcb073,
5f5445bcd8,65 37 166 37 267 37 368 37 469 37 570 37 670 38 771 38 871 39 972 39 1073 39 1173 40 1274 40 1374 41 1475 41 1576 41 1676 42 1777 42 1877 43 1978 43 2079 43 2180 43 2280 44 2381 44 2482 44 2583 44 2684 44 2785 44 2886 44 2987 44 3089 43 3190 43 3291 43 3392 43 3493 43 3593 44 3694 44 3795 44 3896 44 3996 45 4097 45 4198 45 4299 45 4400 45 4501 45 4603 44 4704 44 4805 44 4906 44 5008 43 5109 43 5210 43 5311 43 5412 43 5513 43 5614 43 5715 43 5816 43 5917 43 6018 43 6119 43 6220 43 6321 43 6423 42 6525 41 6626 41 6728 40 6830 39 6931 39 7033 38 7135 37 7236 37 7337 37 7438 37 7539 37 7639 38 7740 38 7840 39 7941 39 8041 40 8141 41 8241 42 8341 43 8441 44 8541 45 8642 45 8742 46 8842 47 8942 48 9043 48 9143 49 9244 49 9344 50 9445 50 9545 51 9646 51 9747 51 9847 52 9948 52 10048 53 10149 53
084cdc19f0,640 10 738 18 837 22 936 26 1035 30 1135 34 1235 36 1335 39 1435 42 1536 43 1636 46 1737 47 1839 47 1940 48 2042 49 2143 51 2244 52 2345 54 2446 55 2547 56 2648 58 2750 59 2851 60 2953 61 3055 61 3156 63 3258 63 3360 64 3461 65 3563 65 3665 65 3767 66 3868 67 3970 68 4072 69 4173 70 4275 69 4376 69 4478 68 4579 68 4680 68 4782 67 4883 67 4984 67 5085 67 5186 67 5287 67 5388 67 5489 67 5590 67 5691 67 5792 67 5893 67 5994 67 6095 67 6196 67 6297 67 6398 67 6499 67 6600 67 6700 68 6801 68 6902 68 7002 69 7103 69 7203 70 7304 70 7404 71 7505 71 7606 71 7707 71 7808 71 7909 71 8010 71 8111 71 8212 71 8313 71 8415 70 8517 69 8619 68 8721 67 8823 66 8925 65 9028 63 9130 62 9232 61 9334 60 9436 59 9537 59 9639 58 9741 57 9843 56 9944 56 10045 56 10146 56
1b4836f485,
91471464a2,1 8888 8893 97 8997 94 9100 92 9202 91 9305 89 9408 87 9511 85 9614 83 9716 82 9818 81 9919 81 10020 81 10121 81
f905b4ed4a,
9c82805504,
d96f1003cf,
25d31baad9,
b7e6b68ca5,
89eb8ef89f,6665 2 6765 3 6865 4 6965 5 7065 6 7165 7 7265 8 7365 9 7465 10 7565 11 7666 11 7766 12 7866 13 7966 14 8067 14 8167 15 8267 16 8367 17 8468 17 8568 18 8668 19 8768 20 8867 22 8967 23 9067 24 9167 25 9266 27 9366 28 9466 29 9566 30 9666 31 9765 33 9865 34 9965 35 10065 36 10166 36
747141df74,
1ed0432125,3434 1 3529 7 3623 14 3717 21 3814 25 3911 29 4008 33 4107 35 4206 37 4306 38 4406 39 4506 40 4607 40 4708 40 4809 40 4910 40 5011 40 5113 39 5214 39 5316 38 5417 38 5518 38 5618 39 5719 39 5819 40 5919 41 6019 42 6119 43 6219 44 6319 45 6419 46 6520 46 6622 45 6724 44 6826 43 6929 41 7033 38 7136 36 7239 34 7341 33 7442 33 7543 33 7643 34 7743 35 7843 36 7942 38 8041 40 8140 42 8238 45 8332 52 8424 61 8514 72 8609 78 8699 1503
a1abc4d779,1 18 102 18 203 17 304 16 405 15 506 14 607 13 708 11 809 10 910 9 1011 8 1112 7 1213 6 1314 6 1415 6 1516 5 1617 5 1718 5 1819 5 1920 5 2021 5 2122 5 2223 4 2324 4 2425 4 2526 4 2627 4 2728 3 2829 3 2930 1
bb895d5015,1 14 102 14 203 14 304 15 405 15 506 16 607 17 708 17 809 18 910 19 1011 20 1112 20 1213 21 1314 21 1415 22 1516 22 1617 23 1718 24 1819 24 1920 25 2021 26 2122 27 2223 28 2324 29 2425 29 2526 30 2627 31 2728 32 2829 33 2930 34 3031 35 3132 36 3233 37 3334 38 3435 39 3536 40 3637 41 3738 42 3839 42 3940 43 4041 44 4142 45 4243 45 4344 46 4445 47 4546 47 4647 48 4748 48 4849 49 4950 50 5051 50 5152 51 5253 51 5354 52 5455 53 5556 54 5657 54 5758 55 5859 56 5960 57 6061 58 6162 59 6263 60 6364 61 6465 62 6566 63 6667 65 6768 66 6869 67 6970 68 7071 69 7172 70 7273 72 7374 73 7475 73 7576 74 7677 75 7778 76 7879 77 7980 78 8081 78 8182 79 8283 80 8384 81 8485 81 8586 82 8687 83 8796 75 8901 72 9004 70 9108 68 9210 67 9313 66 9416 64 9518 63 9620 63 9722 62 9824 61 9925 62 10027 61 10129 60
8fe9c92090,
f18d49b870,
7e84c340bd,1 2525 2529 98 2632 96 2735 94 2837 93 2940 91 3043 89 3146 87 3250 84 3354 81 3457 79 3561 76 3664 74 3767 72 3870 70 3973 68 4077 65 4182 43 4288 32
1e6c071a06,
deb1b058f8,88 13 188 15 290 14 393 12 496 10 599 8 702 5
68d1cc2e33,1 9789 9798 79 9899 72 10000 54 10057 12 10101 52
828d543df2,1 4242 4245 99 4348 97 4451 95 4553 94 4655 93 4758 91 4860 90 4962 89 5064 88 5166 87 5267 87 5369 86 5471 85 5573 84 5674 84 5776 83 5877 83 5978 83 6079 83 6179 84 6278 86 6378 87 6477 89 6569 3 6577 90 6668 1413 8083 99 8184 99 8286 98 8387 98 8490 96 8592 95 8695 93 8798 91 8902 88 9007 84 9111 81 9215 78 9317 77 9419 76 9520 76 9622 75 9723 75 9824 75 9925 75 10026 75 10127 75
60611407d3,
7867d98278,
3ceec05d58,95 7 197 6 298 6 400 5 502 4 603 4 704 4 806 3 907 3 1008 3 1109 3 1210 3 1311 3 1411 4 1511 5 1611 6 1711 7 1810 9 1910 10 2010 11 2111 11 2211 12 2311 13 2412 13 2512 14 2613 14 2713 15 2814 15 2914 16 3015 16 3115 17 3215 18 3315 19 3415 20 3515 21 3614 23 3714 24 3814 25 3913 27 4013 28 4112 30 4212 31 4311 33 4410 35 4509 37 4608 39 4708 40 4807 42 4907 43 5006 45 5106 46 5206 47 5305 49 5405 50 5504 52 5604 53 5703 55 5803 56 5902 58 6001 60 6100 62 6199 64 6299 65 6398 67 6497 69 6596 71 6695 73 6793 76 6891 79 6988 83 7086 86 7185 88 7285 89 7385 90 7486 90 7586 91 7687 91 7788 91 7889 91 7989 92 8090 92 8190 93 8291 93 8390 95 8490 96 8590 97 8689 1513
69adeb575d,
bef04e89bc,1 26 102 26 203 26 304 26 405 25 506 25 607 25 708 25 809 25 910 25 1011 25 1112 25 1213 25 1314 24 1415 24 1516 24 1617 24 1718 23 1819 23 1920 23 2021 22 2122 22 2223 22 2324 22 2425 21 2526 21 2627 21 2728 21 2829 21 2930 21 3031 21 3132 21 3233 21 3334 21 3435 21 3536 21 3637 20 3738 20 3839 20 3940 20 4041 19 4142 19 4243 19 4344 18 4445 18 4546 18 4647 18 4748 17 4849 17 4950 17 5051 17 5152 17 5253 16 5354 16 5455 16 5556 16 5657 16 5758 15 5859 15 5960 15 6061 15 6162 14 6263 14 6364 14 6465 14 6566 14 6667 13 6768 13 6869 13 6970 13 7071 13 7172 13 7273 13 7374 14 7475 14 7576 14 7677 14 7778 15 7879 15 7980 15 8081 16 8182 16 8283 17 8384 17 8485 17 8586 17 8687 18 8788 18 8889 18 8990 18 9091 18 9192 18 9293 17 9394 17 9495 17 9596 17 9697 17 9798 16 9899 16 10000 16 10101 16
e246e54bdd,
761e6c392a,73 18 173 22 274 23 375 25 476 26 577 26 678 27 779 27 880 28 981 29 1083 28 1185 27 1288 25 1390 24 1492 23 1594 23 1696 22 1798 21 1900 20 2001 20 2103 19 2204 19 2306 18 2408 17 2510 16 2612 15 2714 14 2814 15 2915 15 3016 15 3116 16 3217 16 3317 16 3417 17 3518 17 3618 18 3719 18 3819 19 3919 18 4019 19 4119 19 4220 19 4321 18 4424 14 7878 1 7977 3 8076 5 8175 7 8274 9 8373 11 8473 12 8573 13 8673 14 8773 15 8873 16 8973 17 9073 18 9173 19 9273 20 9373 21 9474 21 9575 21 9675 22 9776 22 9877 22 9977 23 10077 24 10178 24
80ae0d1b54,
6a484cdfa8,
68dfacddd1,
967f41605c,
45a04b7102,
b7c0062406,
948eba1e86,320 16 405 40 506 53 603 81 701 9501
e3ce4247d8,86 16 187 16 288 16 389 16 489 17 589 18 689 19 789 20 890 20 990 21 1090 22 1191 22 1292 22 1393 22 1494 22 1595 22 1696 22 1797 22 1899 21 2000 21 2103 19 2205 18 2308 16 2412 13 2516 10 2620 7 2724 4 2828 1
caf0757af5,1585 1 1594 8 1684 23 1711 1 1783 33 1883 36 1983 38 2083 39 2183 40 2284 40 2326 1 2384 46 2485 46 2585 48 2686 49 2744 9 2786 53 2842 14 2887 72 2987 75 3087 78 3187 80 3286 84 3384 90 3477 6725
bdfae19bec,4550 5 4649 9 4749 12 4849 14 4950 15 5051 16 5152 16 5253 17 5354 18 5455 18 5556 18 5657 19 5758 19 5859 19 5960 20 6061 20 6162 21 6263 21 6364 22 6465 22 6566 23 6667 23 6768 24 6869 24 6970 25 7071 25 7172 26 7273 27 7374 27 7475 28 7576 28 7677 29 7778 29 7879 30 7980 30 8081 30 8182 31 8283 31 8384 31 8485 32 8586 32 8687 33 8788 34 8889 35 8990 35 9091 36 9192 37 9293 38 9394 39 9495 39 9596 40 9697 40 9798 40 9899 40 10000 40 10101 40
2d1846ae12,8987 3 9084 7 9182 10 9280 13 9378 16 9475 20 9572 24 9669 28 9765 33 9863 36 9963 37 10063 38 10163 39
af86467c71,
f375ddc5a6,1 24 102 24 203 24 304 24 405 24 506 24 607 24 708 24 809 23 910 23 1011 23 1112 22 1213 22 1314 21 1415 20 1516 20 1617 19 1718 19 1819 18 1920 17 2021 17 2122 16 2223 16 2324 15 2425 14 2526 14 2627 13 2728 13 2829 12 2930 12 3031 12 3132 11 3233 11 3334 10 3435 10 3536 9 3637 9 3738 8 3839 8 3940 8 4041 7 4142 7 4243 6 4344 6 4445 5 4546 5 4647 4 4748 4 4849 3 4950 3 5051 2 5152 2
38a5cc707d,
e8e897a8ae,
5f54df3753,4442 3 4538 8 4634 13 4731 17 4830 19 4928 22 5027 24 5124 28 5222 31 5321 33 5419 36 5518 38 5618 39 5717 41 5817 42 5917 43 6017 44 6117 45 6217 46 6317 47 6417 48 6518 48 6618 49 6719 49 6819 50 6920 50 7021 50 7121 51 7222 51 7323 51 7424 51 7525 51 7626 51 7727 51 7828 51 7929 51 8030 51 8131 51 8232 51 8333 51 8434 51 8535 51 8635 52 8736 52 8837 52 8937 53 9038 53 9138 54 9238 55 9338 56 9439 56 9539 57 9639 58 9739 59 9840 59 9940 60 10040 61 10141 61
5454e63aaf,4645 2 4744 4 4844 5 4944 6 5044 7 5144 8 5244 9 5344 10 5444 11 5545 11 5645 12 5745 13 5844 15 5944 16 6044 17 6143 19 6243 20 6343 21 6442 23 6542 24 6642 25 6741 27 6841 28 6940 30 7040 31 7139 33 7239 34 7338 36 7438 37 7537 39 7637 40 7736 42 7836 43 7935 45 8035 46 8134 48 8233 50 8332 52 8432 53 8531 55 8630 57 8729 59 8829 60 8928 62 9027 64 9126 66 9225 68 9325 69 9425 70 9525 71 9625 72 9725 73 9825 74 9925 75 10026 75 10127 75
00aaa5b7f4,6566 1 6568 1 6667 5 6768 8 6869 11 6970 15 7071 18 7172 21 7273 23 7374 25 7475 26 7576 27 7677 29 7778 34 7827 12 7879 65 7980 67 8081 70 8182 72 8283 74 8384 76 8485 78 8586 80 8687 82 8788 85 8889 89 8990 1212
184a687046,
2afa754199,
77f958ff1b,1 4 102 5 203 5 304 6 405 6 506 7 607 9 708 10 809 12 910 14 1011 15 1112 16 1213 17 1314 19 1415 21 1516 23 1617 27 1718 30 1819 34 1920 37 2021 38 2122 39 2223 40 2324 41 2425 41 2526 42 2627 42 2728 42 2829 43 2930 43 3031 44 3132 44 3233 45 3334 45 3435 46 3536 46 3637 46 3738 46 3839 46 3940 46 4041 45 4142 45 4243 44 4344 44 4445 43 4546 43 4647 43 4748 43 4849 43 4950 43 5051 43 5152 43 5253 44 5354 44 5455 45 5556 45 5657 46 5758 46 5859 47 5960 47 6061 47 6162 47 6263 47 6364 47 6465 47 6566 47 6667 47 6768 47 6869 47 6970 48 7071 48 7172 48 7273 48 7374 49 7475 49 7576 50 7677 50 7778 51 7879 52 7980 53 8081 54 8182 54 8283 55 8384 56 8485 57 8586 58 8687 59 8788 59 8889 60 8990 61 9091 62 9192 63 9293 65 9394 66 9495 67 9596 68 9697 69 9798 70 9899 71 10000 72 10101 72
84cf0b50cf,
fd5894772e,1 6806 6839 55 6944 47 7048 42 7153 34 7257 23 7359 18 7462 13 7564 12 7665 12 7767 11 7868 11 7970 10 8072 9 8173 9 8275 8 8376 8 8477 7 8578 7 8680 6 8781 6 8882 6 8983 6 9084 6 9185 6 9287 5
3540080bfe,1 10201
bfd3a072a8,7776 1 7832 12 7874 5 7925 24 7973 7 8024 28 8071 10 8124 35 8166 16 8225 58 8326 58 8428 57 8529 57 8630 57 8731 57 8832 57 8932 58 9032 59 9132 60 9231 62 9330 64 9427 68 9517 79 9611 86 9705 93 9803 96 9902 98 10002 99 10103 99
1f028def4a,
e85a720f91,
6ce2fbd852,
ed73eb3bbb,
48fc4044ff,1819 1 1920 3 2021 4 2122 6 2223 7 2324 9 2425 10 2526 12 2627 13 2728 14 2829 16 2930 17 3031 18 3132 19 3233 21 3334 22 3435 23 3536 24 3637 25 3738 27 3839 28 3940 29 4041 30 4142 31 4243 31 4344 32 4445 33 4546 33 4647 33 4748 33 4849 34 4950 34 5051 34 5152 34 5253 34 5354 34 5455 34 5556 34 5657 34 5758 35 5859 35 5960 35 6061 35 6162 35 6263 35 6364 35 6465 35 6566 35 6667 35 6768 35 6869 35 6970 35 7071 35 7172 35 7273 35 7374 35 7475 35 7576 35 7677 34 7778 34 7879 34 7980 33 8081 33 8182 32 8283 31 8384 31 8485 30 8586 30 8687 29 8788 29 8889 28 8990 28 9091 27 9192 27 9293 27 9394 26 9495 26 9596 26 9697 26 9798 25 9899 25 10000 25 10101 25
85c075014c,12 90 113 90 215 89 315 90 416 90 516 91 616 92 717 92 817 93 918 93 1018 94 1119 94 1220 94 1320 95 1421 95 1522 95 1623 95 1724 95 1824 96 1925 96 2025 97 2125 98 2225 7977
3dff831f3c,1 505 517 90 626 9 644 64 750 59 857 53 968 43 1095 17 1211 2
7551ee0210,
cca88b97da,
979a06fdbf,27 42 127 45 228 45 328 47 427 49 526 51 624 54 722 56 821 57 920 58 1020 57 1120 57 1220 56 1321 55 1421 54 1522 52 1623 50 1724 47 1825 45 1927 42 2029 40 2132 36 2234 33 2337 29 2442 23 2546 18 2650 6
e50d3d420d,1 1181 1200 79 1304 77 1408 73 1511 72 1613 72 1715 2 1718 71 1815 83 1914 4341 6263 89 6364 85 6465 82 6566 79 6667 78 6768 77 6869 76 6970 75 7071 74 7172 73 7273 71 7374 69 7475 67 7576 66 7677 64 7778 63 7879 61 7980 59 8081 57 8182 54 8283 53 8384 51 8485 49 8586 46 8687 44 8788 43 8889 41 8990 39 9091 37 9192 35 9293 34 9394 31 9495 29 9596 25 9697 20 9798 19 9899 18 10000 17 10101 17
af4a92584e,
9eb54c97be,1 3030 3033 99 3137 96 3240 94 3343 92 3447 89 3550 87 3654 84 3757 82 3860 80 3963 78 4066 76 4168 75 4271 73 4373 72 4475 71 4577 70 4679 69 4781 68 4883 67 4984 67 5086 66 5188 65 5290 64 5391 64 5493 63 5595 62 5698 60 5800 59 5903 57 6006 55 6109 53 6211 52 6312 52 6414 51 6515 51 6617 50 6719 49 6820 49 6922 48 7024 47 7125 47 7227 46 7328 46 7430 45 7531 45 7633 44 7735 43 7836 43 7938 42 8040 41 8143 39 8246 37 8349 35 8454 31 8557 29 8660 27 8763 25 8866 23 8968 22 9070 21 9173 19 9275 18 9379 15 9483 12 9587 9 9690 7 9793 5 9896 3 9998 2
6420ece709,
6a72b1d26d,
fa503f3f93,1516 3 1617 4 1718 4 1819 5 1920 6 2021 7 2122 7 2223 8 2324 9 2425 9 2526 10 2627 10 2728 10 2829 11 2930 11 3031 11 3132 11 3233 11 3334 12 3435 12 3536 12 3637 11 3738 11 3839 11 3940 10 4041 10 4142 9 4243 9 4344 8 4445 8 4546 7 4647 7 4748 7 4849 7 4950 7 5051 7 5152 6 5253 6 5354 6 5455 5 5556 4 5657 1
1bb08d1d48,
ba951493dd,1 10201
165ec2acbb,1 909 916 95 1025 87 1133 80 1239 75 1343 72 1447 69 1552 65 1656 62 1760 59 1864 56 1968 53 2074 48 2182 41 2289 35 2400 25 2504 22 2607 20 2710 18 2812 17 2915 15 3017 14 3120 12 3222 11 3325 9 3427 8 3529 7 3632 5 3734 4 3837 2
cafce53ad7,59 43 160 43 261 43 362 43 462 44 562 45 662 46 762 47 862 48 962 49 1062 50 1162 51 1262 52 1362 53 1462 54 1562 55 1662 56 1763 56 1863 57 1964 57 2065 57 2166 57 2267 57 2368 57 2468 58 2569 58 2670 58 2770 59 2870 60 2970 61 3070 62 3170 63 3269 65 3369 66 3469 67 3569 68 3669 69 3770 69 3870 70 3970 71 4071 71 4171 72 4271 73 4371 74 4471 75 4572 75 4672 76 4773 76 4874 76 4976 75 5078 74 5180 73 5283 71 5386 69 5489 67 5592 65 5695 63 5798 61 5901 59 6004 57 6107 55 6209 54 6312 52 6414 51 6517 49 6619 48 6722 46 6825 44 6928 42 7031 40 7134 38 7237 36 7339 35 7442 33 7544 32 7646 31 7748 30 7850 29 7952 28 8054 27 8156 26 8258 25 8359 25 8460 25 8561 25 8662 25 8764 24 8865 24 8966 24 9068 23 9169 23 9272 21 9374 20 9476 19 9578 18 9680 17 9782 16 9883 16 9984 16 10085 16 10186 16
f0e3f4c0ad,
bb6a397bf9,1 44 102 45 203 45 304 46 405 47 506 48 607 50 708 53 809 60 910 63 1011 65 1112 68 1213 72 1314 74 1415 76 1516 78 1617 79 1718 81 1819 82 1920 83 2021 84 2122 85 2223 86 2324 88 2425 89 2526 91 2627 92 2728 95 2829 97 2930 100 3031 7171
b268ce180e,
